codigo,fecha,valor
1,2023-10-31,44.69
2,2023-10-31,150.51
3,2023-10-31,1424.22
4,2023-10-31,34.36
1,2023-11-30,40.46
2,2023-11-30,151.22
3,2023-11-30,1460.98
4,2023-11-30,34.86
1,2023-12-31,40.76
2,2023-12-31,165.67
3,2023-12-31,1566.26
4,2023-12-31,35.07
1,2024-01-31,40.55
2,2024-01-31,172.12
3,2024-01-31,1467.82
4,2024-01-31,34.85
1,2024-02-29,35.34
2,2024-02-29,156.54
3,2024-02-29,1455.65
4,2024-02-29,34.59
1,2024-03-31,35.42
2,2024-03-31,154.07
3,2024-03-31,1553.7
4,2024-03-31,34.63
1,2024-04-30,35.35
2,2024-04-30,139.31
3,2024-04-30,1688.48
4,2024-04-30,34.52
1,2024-05-31,30.56
2,2024-05-31,315.72
3,2024-05-31,1659.29
4,2024-05-31,34.52
1,2024-06-30,30.46
2,2024-06-30,209.99
3,2024-06-30,1666.38
4,2024-06-30,34.37
1,2024-07-31,5.45
2,2024-07-31,160.69
3,2024-07-31,1722.11
4,2024-07-31,34.72
1,2024-08-31,5.24
2,2024-08-31,153.09
3,2024-08-31,1815.12
4,2024-08-31,35.15
1,2024-09-30,5.28
2,2024-09-30,139.7
3,2024-09-30,1889.83
4,2024-09-30,35.41
1,2024-10-31,5.19
2,2024-10-31,137.88
3,2024-10-31,1991.79
4,2024-10-31,34.81
1,2024-11-30,0.54
2,2024-11-30,147.05
3,2024-11-30,1875.05
4,2024-11-30,34.26
1,2024-12-31,6.41
2,2024-12-31,46.81
3,2024-12-31,1889.26
4,2024-12-31,34.06
1,2025-01-31,15.46
2,2025-01-31,57.02
3,2025-01-31,1996.74
4,2025-01-31,34.15
1,2025-02-28,19.49
2,2025-02-28,78.27
3,2025-02-28,2055.92
4,2025-02-28,34.23
1,2025-03-31,19.73
2,2025-03-31,53.59
3,2025-03-31,2194.08
4,2025-03-31,34.61
1,2025-04-30,20.24
2,2025-04-30,165.19
3,2025-04-30,2397.23
4,2025-04-30,35.49
1,2025-05-31,16.37
2,2025-05-31,29.94
3,2025-05-31,2437.75
4,2025-05-31,35.31
1,2025-06-30,16.63
2,2025-06-30,264.63
3,2025-06-30,2489.83
4,2025-06-30,35.86
1,2025-07-31,26.63
2,2025-07-31,67.2
3,2025-07-31,2596.28
4,2025-07-31,35.6
1,2025-08-31,22.98
2,2025-08-31,170.73
3,2025-08-31,2651.83
4,2025-08-31,35.7
1,2025-09-30,23.03
2,2025-09-30,102.49
3,2025-09-30,3113.74
4,2025-09-30,35.75
1,2025-10-31,42.92
2,2025-10-31,72.64
3,2025-10-31,3075.8
4,2025-10-31,35.56
1,2025-11-07,42.8
2,2025-11-07,52.13
3,2025-11-07,3036.9
4,2025-11-07,35.46
1,2025-11-13,39.18
2,2025-11-13,62.19
3,2025-11-13,3196.71
4,2025-11-13,35.35
1,2025-11-21,39.06
2,2025-11-21,46.18
3,2025-11-21,3079.7
4,2025-11-21,35.24
1,2025-11-24,39.06
2,2025-11-24,46.82
3,2025-11-24,3102.42
4,2025-11-24,35.24
1,2025-11-25,39.12
2,2025-11-25,41.71
3,2025-11-25,3121.7
4,2025-11-25,35.29
1,2025-11-26,39.12
2,2025-11-26,44.43
3,2025-11-26,3139.84
4,2025-11-26,35.29
1,2025-11-27,39.19
2,2025-11-27,44.52
3,2025-11-27,3160.57
4,2025-11-27,35.36
1,2025-11-28,39.28
2,2025-11-28,51.28
3,2025-11-28,3135.41
4,2025-11-28,35.41
1,2025-11-30,39.28
2,2025-11-30,51.28
3,2025-11-30,3135.41
4,2025-11-30,35.41
1,2025-12-01,39.28
2,2025-12-01,38.87
3,2025-12-01,3179.49
4,2025-12-01,35.41
1,2025-12-02,39.38
2,2025-12-02,75.5
3,2025-12-02,3126.21
4,2025-12-02,35.5
1,2025-12-03,39.34
2,2025-12-03,71.11
3,2025-12-03,3094.69
4,2025-12-03,35.46
1,2025-12-04,39.44
2,2025-12-04,67.05
3,2025-12-04,3100.69
4,2025-12-04,35.55
1,2025-12-05,39.47
2,2025-12-05,52.57
3,2025-12-05,3104.35
4,2025-12-05,35.59
1,2025-12-08,39.42
2,2025-12-08,51.37
3,2025-12-08,3105.51
4,2025-12-08,35.54
1,2025-12-09,39.42
2,2025-12-09,77.36
3,2025-12-09,3086.78
4,2025-12-09,35.53
1,2025-12-10,39.4
2,2025-12-10,74.24
3,2025-12-10,3107.86
4,2025-12-10,35.52
1,2025-12-11,39.38
2,2025-12-11,75.68
3,2025-12-11,3107.89
4,2025-12-11,35.5
1,2025-12-12,39.5
2,2025-12-12,189.9
3,2025-12-12,3039.62
4,2025-12-12,35.61
1,2025-12-15,39.52
2,2025-12-15,176.32
3,2025-12-15,3054.53
4,2025-12-15,35.62
1,2025-12-16,39.57
2,2025-12-16,149.04
3,2025-12-16,3067.36
4,2025-12-16,35.67
1,2025-12-17,39.59
2,2025-12-17,134.01
3,2025-12-17,3064.9
4,2025-12-17,35.69
1,2025-12-18,39.5
2,2025-12-18,135.6
3,2025-12-18,3085.29
4,2025-12-18,35.61
1,2025-12-19,39.52
2,2025-12-19,135.53
3,2025-12-19,3081.77
4,2025-12-19,35.63
1,2025-12-22,39.49
2,2025-12-22,517.45
3,2025-12-22,3092.06
4,2025-12-22,35.6
1,2025-12-23,39.53
2,2025-12-23,521.46
3,2025-12-23,3159.65
4,2025-12-23,35.63
1,2025-12-24,39.64
2,2025-12-24,521.84
3,2025-12-24,3201.7
4,2025-12-24,35.74
1,2025-12-29,39.74
2,2025-12-29,522.17
3,2025-12-29,3200.07
4,2025-12-29,35.79
1,2025-12-30,39.7
2,2025-12-30,506.49
3,2025-12-30,3112.84
4,2025-12-30,35.76
1,2025-12-31,39.72
2,2025-12-31,504.76
3,2025-12-31,3132.99
4,2025-12-31,35.78
1,2026-01-05,39.68
2,2026-01-05,505.36
3,2026-01-05,3106.76
4,2026-01-05,35.75
1,2026-01-06,39.61
2,2026-01-06,501.83
3,2026-01-06,3189.98
4,2026-01-06,35.68
1,2026-01-07,39.66
2,2026-01-07,487.42
3,2026-01-07,3226.85
4,2026-01-07,35.72
1,2026-01-08,39.63
2,2026-01-08,488.25
3,2026-01-08,3219.62
4,2026-01-08,35.69
1,2026-01-09,39.6
2,2026-01-09,522.89
3,2026-01-09,3214.8
4,2026-01-09,35.67
1,2026-01-12,39.55
2,2026-01-12,522.16
3,2026-01-12,3249.66
4,2026-01-12,35.62
1,2026-01-13,39.6
2,2026-01-13,516.68
3,2026-01-13,3333.13
4,2026-01-13,35.67
1,2026-01-14,39.57
2,2026-01-14,507.64
3,2026-01-14,3319.43
4,2026-01-14,35.64
1,2026-01-15,39.55
2,2026-01-15,478.31
3,2026-01-15,3358.95
4,2026-01-15,35.63
1,2026-01-16,39.53
2,2026-01-16,486.75
3,2026-01-16,3344.77
4,2026-01-16,35.6
1,2026-01-19,39.52
2,2026-01-19,491.94
3,2026-01-19,3325.98
4,2026-01-19,35.6
1,2026-01-20,39.52
2,2026-01-20,592.43
3,2026-01-20,3386.99
4,2026-01-20,35.6
1,2026-01-21,39.67
2,2026-01-21,499.5
3,2026-01-21,3444.87
4,2026-01-21,35.74
1,2026-01-22,39.63
2,2026-01-22,492.95
3,2026-01-22,3473.17
4,2026-01-22,35.69
1,2026-01-26,39.6
2,2026-01-26,455.97
3,2026-01-26,3560.4
4,2026-01-26,35.67
1,2026-01-27,39.6
2,2026-01-27,491.32
3,2026-01-27,3650.53
4,2026-01-27,35.67
1,2026-01-28,39.6
2,2026-01-28,490.38
3,2026-01-28,3687.38
4,2026-01-28,35.67
1,2026-01-29,39.6
2,2026-01-29,488.38
3,2026-01-29,3925.4
4,2026-01-29,35.67
1,2026-01-30,40.15
2,2026-01-30,465.39
3,2026-01-30,3875.06
4,2026-01-30,36.14
1,2026-01-31,40.15
2,2026-01-31,465.39
3,2026-01-31,3875.06
4,2026-01-31,36.14
1,2026-02-02,40.15
2,2026-02-02,467.72
3,2026-02-02,3559.84
4,2026-02-02,36.14
1,2026-02-03,40.01
2,2026-02-03,452.32
3,2026-02-03,3403.08
4,2026-02-03,36.01
1,2026-02-04,39.9
2,2026-02-04,442.47
3,2026-02-04,3602.82
4,2026-02-04,35.91
1,2026-02-05,36.23
2,2026-02-05,448.51
3,2026-02-05,3606.87
4,2026-02-05,35.93
1,2026-02-06,36.17
2,2026-02-06,440.96
3,2026-02-06,3536.32
4,2026-02-06,35.88
1,2026-02-09,36.33
2,2026-02-09,464.3
3,2026-02-09,3619.53
4,2026-02-09,35.73
1,2026-02-10,36.44
2,2026-02-10,468.77
3,2026-02-10,3714.3
4,2026-02-10,35.84
1,2026-02-11,36.5
2,2026-02-11,459.83
3,2026-02-11,3677.71
4,2026-02-11,35.9
1,2026-02-12,36.54
2,2026-02-12,460.98
3,2026-02-12,3737.33
4,2026-02-12,35.93
1,2026-02-13,36.52
2,2026-02-13,459.38
3,2026-02-13,3620.83
4,2026-02-13,35.91
1,2026-02-18,36.48
2,2026-02-18,421.61
3,2026-02-18,3692.01
4,2026-02-18,35.87
1,2026-02-19,36.46
2,2026-02-19,432.74
3,2026-02-19,3658.17
4,2026-02-19,35.85
1,2026-02-20,36.36
2,2026-02-20,434.66
3,2026-02-20,3665.89
4,2026-02-20,35.75
1,2026-02-23,35.73
2,2026-02-23,425.52
3,2026-02-23,3725.66
4,2026-02-23,36.34
1,2026-02-24,35.76
2,2026-02-24,428.61
3,2026-02-24,3841.81
4,2026-02-24,36.37
1,2026-02-25,35.75
2,2026-02-25,425.85
3,2026-02-25,3793.41
4,2026-02-25,36.36
1,2026-02-26,35.74
2,2026-02-26,429.11
3,2026-02-26,3834.21
4,2026-02-26,36.35
1,2026-02-27,35.85
2,2026-02-27,424.95
3,2026-02-27,3822.89
4,2026-02-27,36.48
1,2026-02-28,35.85
2,2026-02-28,424.95
3,2026-02-28,3822.89
4,2026-02-28,36.48
1,2026-03-02,35.83
2,2026-03-02,377.69
3,2026-03-02,3866.0
4,2026-03-02,36.46
1,2026-03-03,35.72
2,2026-03-03,374.9
3,2026-03-03,3928.31
4,2026-03-03,36.35
1,2026-03-04,35.53
2,2026-03-04,376.72
3,2026-03-04,3766.24
4,2026-03-04,36.16
1,2026-03-05,35.6
2,2026-03-05,380.79
3,2026-03-05,3790.93
4,2026-03-05,36.23
1,2026-03-06,35.57
2,2026-03-06,383.15
3,2026-03-06,3737.6
4,2026-03-06,36.2
1,2026-03-09,35.5
2,2026-03-09,375.47
3,2026-03-09,3810.35
4,2026-03-09,36.12
1,2026-03-10,35.49
2,2026-03-10,377.03
3,2026-03-10,3792.28
4,2026-03-10,36.11
1,2026-03-11,35.62
2,2026-03-11,406.68
3,2026-03-11,3846.87
4,2026-03-11,36.25
1,2026-03-12,35.57
2,2026-03-12,407.24
3,2026-03-12,3837.63
4,2026-03-12,36.2
1,2026-03-13,35.53
2,2026-03-13,402.52
3,2026-03-13,3781.94
4,2026-03-13,36.16
1,2026-03-16,36.01
2,2026-03-16,365.35
3,2026-03-16,3746.69
4,2026-03-16,35.39
1,2026-03-17,36.03
2,2026-03-17,358.24
3,2026-03-17,3725.92
4,2026-03-17,35.41
1,2026-03-18,36.07
2,2026-03-18,354.54
3,2026-03-18,3732.14
4,2026-03-18,35.45
1,2026-03-19,36.13
2,2026-03-19,68.62
3,2026-03-19,3569.84
4,2026-03-19,35.5
1,2026-03-20,36.03
2,2026-03-20,52.22
3,2026-03-20,3360.2
4,2026-03-20,35.4
1,2026-03-23,36.16
2,2026-03-23,150.26
3,2026-03-23,3349.16
4,2026-03-23,35.53
1,2026-03-24,36.12
2,2026-03-24,151.6
3,2026-03-24,3241.19
4,2026-03-24,35.49
1,2026-03-25,36.17
2,2026-03-25,151.76
3,2026-03-25,3246.91
4,2026-03-25,35.54
1,2026-03-26,36.19
2,2026-03-26,151.62
3,2026-03-26,3322.63
4,2026-03-26,35.56
1,2026-03-27,36.06
2,2026-03-27,145.75
3,2026-03-27,3226.73
4,2026-03-27,35.44
1,2026-03-30,36.03
2,2026-03-30,137.24
3,2026-03-30,3315.64
4,2026-03-30,35.41
1,2026-03-31,36.09
2,2026-03-31,148.42
3,2026-03-31,3322.9
4,2026-03-31,35.44
1,2026-04-01,36.06
2,2026-04-01,149.61
3,2026-04-01,3438.37
4,2026-04-01,35.4
1,2026-04-02,36.26
2,2026-04-02,206.32
3,2026-04-02,3506.79
4,2026-04-02,35.6
1,2026-04-06,36.11
2,2026-04-06,200.46
3,2026-04-06,3431.89
4,2026-04-06,35.46
1,2026-04-07,36.17
2,2026-04-07,203.54
3,2026-04-07,3442.7
4,2026-04-07,35.52
1,2026-04-08,36.19
2,2026-04-08,202.59
3,2026-04-08,3485.17
4,2026-04-08,35.53
1,2026-04-09,36.41
2,2026-04-09,194.67
3,2026-04-09,3524.28
4,2026-04-09,35.75
1,2026-04-10,36.37
2,2026-04-10,192.08
3,2026-04-10,3571.42
4,2026-04-10,35.71
1,2026-04-13,36.42
2,2026-04-13,210.48
3,2026-04-13,3582.44
4,2026-04-13,35.76
1,2026-04-14,36.39
2,2026-04-14,206.76
3,2026-04-14,3559.48
4,2026-04-14,35.73
1,2026-04-15,36.55
2,2026-04-15,172.43
3,2026-04-15,3655.92
4,2026-04-15,35.88
1,2026-04-16,36.52
2,2026-04-16,176.83
3,2026-04-16,3647.78
4,2026-04-16,35.85
1,2026-04-17,36.52
2,2026-04-17,180.97
3,2026-04-17,3640.6
4,2026-04-17,35.85
1,2026-04-20,36.52
2,2026-04-20,169.29
3,2026-04-20,3719.74
4,2026-04-20,35.86
1,2026-04-21,36.51
2,2026-04-21,161.83
3,2026-04-21,3702.16
4,2026-04-21,35.84
1,2026-04-22,36.49
2,2026-04-22,157.09
3,2026-04-22,3610.53
4,2026-04-22,35.83
1,2026-04-23,36.48
2,2026-04-23,151.22
3,2026-04-23,3642.91
4,2026-04-23,35.81
1,2026-04-24,36.39
2,2026-04-24,143.19
3,2026-04-24,3628.16
4,2026-04-24,35.73
1,2026-04-27,36.41
2,2026-04-27,144.87
3,2026-04-27,3658.74
4,2026-04-27,35.75
1,2026-04-28,36.49
2,2026-04-28,247.65
3,2026-04-28,3538.8
4,2026-04-28,35.82
1,2026-04-29,36.4
2,2026-04-29,232.18
3,2026-04-29,3475.38
4,2026-04-29,35.74
1,2026-04-30,36.5
2,2026-04-30,215.43
3,2026-04-30,3418.39
4,2026-04-30,35.81
1,2026-05-04,36.55
2,2026-05-04,190.94
3,2026-05-04,3266.98
4,2026-05-04,35.86
1,2026-05-05,36.53
2,2026-05-05,193.61
3,2026-05-05,3189.28
4,2026-05-05,35.84
1,2026-05-06,36.52
2,2026-05-06,140.49
3,2026-05-06,3225.29
4,2026-05-06,35.82
1,2026-05-07,33.09
2,2026-05-07,141.04
3,2026-05-07,3313.5
4,2026-05-07,35.99
1,2026-05-08,33.21
2,2026-05-08,139.62
3,2026-05-08,3323.31
4,2026-05-08,35.81
1,2026-05-11,33.2
2,2026-05-11,161.86
3,2026-05-11,3626.76
4,2026-05-11,35.79
1,2026-05-12,33.2
2,2026-05-12,152.26
3,2026-05-12,3645.94
4,2026-05-12,35.79
1,2026-05-13,33.16
2,2026-05-13,145.98
3,2026-05-13,3618.59
4,2026-05-13,35.75
1,2026-05-14,33.13
2,2026-05-14,1132.04
3,2026-05-14,3618.92
4,2026-05-14,35.71
1,2026-05-15,33.13
2,2026-05-15,1016.99
3,2026-05-15,3608.2
4,2026-05-15,35.71
